ast,stl,blk,tov,pf,pts,name,position,team
0.9666666666666668,0.5333333333333333,0.1999999999999999,0.3,1.3,4.6000000000000005,Louis King,SF,SAC
5.141666666666667,1.1,0.425,1.875,1.5916666666666666,17.991666666666667,Kemba Walker,PG,BOS
1.2666666666666668,0.5,0.8111111111111111,0.9111111111111112,2.5444444444444443,8.200000000000001,Daniel Theis,C,BOS
3.5666666666666664,1.5,0.4666666666666667,2.6333333333333333,2.333333333333333,21.1,Anthony Edwards,SG,MIN
1.1,0.2833333333333333,0.75,0.7166666666666668,1.7666666666666666,9.3,Thomas Bryant,C,WAS
4.336363636363636,1.1272727272727272,0.3999999999999999,2.4909090909090907,2.2,22.081818181818186,Bradley Beal,SG,WAS
2.8687500000000004,0.5375,0.14375,1.45,1.7812499999999998,8.64375,Armoni Brooks,SG,HOU
0.5800000000000001,0.8400000000000001,1.92,0.66,3.02,8.219999999999999,Mitchell Robinson,C,NYK
6.542857142857143,1.5214285714285718,0.5071428571428571,2.7357142857142867,2.25,16.349999999999998,Jrue Holiday,PG,MIL
0.9,0.4499999999999999,0.25,0.65,1.05,3.7,Dylan Windler,SF,CLE
9.45,2.083333333333333,0.1611111111111111,2.3666666666666667,2.438888888888888,17.62222222222222,Chris Paul,PG,PHO
2.38,0.44,0.1,1.28,1.64,12.18,Anfernee Simons,SG,POR
1.125,0.325,0.1,0.475,1.1,4.85,Amir Coffey,SG,LAC
3.4,0.8999999999999998,1.714285714285714,3.5,3.142857142857143,26.585714285714285,Joel Embiid,C,PHI
5.8100000000000005,1.16,0.3,2.25,2.04,10.36,Elfrid Payton,PG,NYK
2.630769230769231,0.8999999999999999,0.2076923076923077,1.553846153846154,2.3461538461538463,13.884615384615383,Evan Fournier,SG,BOS
0.4,0.0,0.1,0.2,0.1,0.6,Ty-Shon Alexander,SG,PHO
1.6166666666666665,0.5083333333333333,0.1083333333333333,0.6749999999999999,1.3666666666666665,6.441666666666666,Langston Galloway,SG,PHO
2.4285714285714284,1.0285714285714285,0.1999999999999999,1.4142857142857144,1.657142857142857,8.0,Donte DiVincenzo,SG,MIL
2.75,0.8999999999999998,0.44,1.45,2.3,8.370000000000001,Justise Winslow,SF,MEM
0.5,0.4499999999999999,0.4,0.25,1.35,3.25,Killian Tillie,C,MEM
1.4166666666666667,0.65,0.5333333333333333,1.4166666666666667,1.883333333333333,16.533333333333335,Lauri Markkanen,PF,CHI
0.2714285714285714,0.3,0.0571428571428571,0.4857142857142857,0.7857142857142857,2.8285714285714283,Tyler Cook,SF,DET
0.6666666666666666,0.45,0.1833333333333333,0.7333333333333334,1.2333333333333332,3.233333333333333,Rodions Kurucs,SF,HOU
0.7000000000000001,0.4642857142857143,0.7642857142857143,0.6785714285714286,2.3642857142857143,5.514285714285713,Ed Davis,C,MIN
2.1,0.9333333333333332,0.2666666666666667,1.5666666666666664,3.233333333333333,14.66666666666667,Dillon Brooks,SF,MEM
5.8,1.3545454545454545,1.0181818181818183,2.290909090909091,2.8454545454545457,8.600000000000001,Draymond Green,PF,GSW
3.5375,0.825,1.2625,2.7875000000000005,3.4625,23.225,Karl-Anthony Towns,C,MIN
3.866666666666666,0.9333333333333332,0.3583333333333333,1.7583333333333335,2.0166666666666666,19.0,CJ McCollum,SG,POR
1.2857142857142858,0.7285714285714285,0.2857142857142857,0.5999999999999999,1.3285714285714287,3.771428571428572,Shaquille Harrison,SG,DEN
3.225,0.8,1.18125,1.4625,2.15625,13.55625,Al Horford,C,OKC
2.135294117647059,0.676470588235294,0.1588235294117647,0.9941176470588234,2.070588235294117,8.01764705882353,Austin Rivers,SG,DEN
0.8166666666666668,0.1666666666666666,0.1333333333333333,0.5333333333333333,0.9833333333333334,4.25,Ignas Brazdeikis,SF,NYK
0.65,0.25,0.775,1.0499999999999998,0.925,5.675000000000001,Bol Bol,PF,DEN
0.9727272727272728,1.2181818181818185,1.2272727272727273,1.1090909090909091,2.4545454545454546,6.736363636363635,Nerlens Noel,C,NYK
1.28,0.4,0.18,0.6,1.1800000000000002,4.62,PJ Dozier,SG,DEN
0.24,0.28,0.3,0.06,1.44,2.74,Axel Toupane,SF,MIL
1.375,0.59375,0.175,0.775,1.63125,9.01875,Rodney Hood,SF,POR
0.5,0.2666666666666666,0.2333333333333333,0.1666666666666666,0.5,3.7,Devontae Cacok,PF,LAL
0.9,0.4,0.2,0.6,1.45,4.05,CJ Elleby,SF,POR
0.8133333333333332,0.22,0.9866666666666666,1.0599999999999998,1.8733333333333329,8.146666666666667,Robin Lopez,C,WAS
1.1714285714285717,0.5142857142857142,0.0714285714285714,0.8,1.3571428571428572,5.271428571428571,Denzel Valentine,SG,CHI
0.875,0.5083333333333333,0.0833333333333333,0.6666666666666666,1.3916666666666668,4.4,Jaren Jackson Jr.,C,MEM
0.64,0.34,0.3,0.36,0.9399999999999998,4.24,Yuta Watanabe,SF,TOR
2.9,0.725,0.225,2.15,2.2750000000000004,17.700000000000003,RJ Barrett,SG,NYK
0.9428571428571428,0.4571428571428572,0.6071428571428573,1.0714285714285716,2.128571428571429,8.392857142857142,Tristan Thompson,PF,BOS
1.225,0.5750000000000001,0.8500000000000001,1.2,1.075,8.924999999999999,Darius Bazley,PF,OKC
1.4,0.47,0.7,1.01,1.96,11.61,Montrezl Harrell,C,LAL
1.65,1.1071428571428572,0.3357142857142857,0.8071428571428572,1.6428571428571428,10.357142857142858,Otto Porter Jr.,SF,CHI
1.7399999999999998,0.68,1.02,1.8,2.8400000000000003,16.72,Deandre Ayton,C,PHO
0.7888888888888889,0.2,0.4555555555555556,0.8555555555555556,2.211111111111111,5.855555555555556,Aron Baynes,C,TOR
1.1,0.3,0.9111111111111112,1.177777777777778,2.277777777777778,8.466666666666665,Ivica Zubac,C,LAC
1.475,0.8,0.3249999999999999,0.575,1.6,10.975,Cameron Johnson,PF,PHO
1.3066666666666669,0.5466666666666666,1.7599999999999996,1.5733333333333333,2.566666666666667,16.44,Brook Lopez,C,MIL
1.9,0.8333333333333334,0.4666666666666666,0.6,1.1666666666666667,6.933333333333333,Khyri Thomas,SG,HOU
1.4166666666666667,0.7166666666666667,0.25,1.0166666666666668,1.7833333333333332,8.55,Terence Davis,SG,SAC
4.518750000000001,0.64375,0.11875,1.9375,1.95625,12.8875,Reggie Jackson,SG,LAC
1.242857142857143,0.5,0.8000000000000002,0.9142857142857144,2.2857142857142856,5.457142857142857,Isaiah Hartenstein,C,CLE
2.157142857142857,1.1666666666666667,0.7333333333333334,2.157142857142857,2.261904761904762,16.18095238095238,Rudy Gay,PF,SAS
3.5666666666666664,0.7000000000000001,0.3,1.3,1.9,16.133333333333333,Tyrese Maxey,SG,PHI
1.3555555555555554,0.6222222222222222,0.1111111111111111,0.8999999999999999,1.2333333333333334,11.533333333333331,Malik Beasley,SG,MIN
3.7,0.7666666666666666,0.1,1.0333333333333334,1.1,7.066666666666666,Tre Jones,PG,SAS
1.0333333333333332,0.6666666666666666,0.1,0.6,1.7,4.8,Josh Green,SG,DAL
3.6857142857142855,0.9571428571428572,0.6714285714285714,1.885714285714286,2.771428571428572,17.199999999999996,Pascal Siakam,PF,TOR
0.3,0.55,0.15,0.15,0.9,1.55,Deividas Sirvydis,SG,DET
0.1666666666666666,0.0666666666666666,0.7333333333333334,0.3333333333333333,0.8333333333333334,2.3000000000000003,Tacko Fall,C,BOS
1.2714285714285716,0.7,0.7571428571428572,0.9928571428571428,1.9357142857142855,6.878571428571428,Gorgui Dieng,C,MEM
0.35,0.6,0.1,1.1,0.9,5.75,Jay Scrubb,SG,LAC
0.911111111111111,0.4666666666666667,0.711111111111111,1.2333333333333334,1.4666666666666666,11.444444444444446,Christian Wood,C,HOU
1.6066666666666665,1.02,0.9933333333333332,1.5933333333333335,3.2466666666666675,10.726666666666668,Kenyon Martin Jr.,SF,HOU
0.557142857142857,0.4714285714285715,0.3857142857142858,0.5,0.8714285714285716,5.685714285714286,Keita Bates-Diop,SF,SAS
0.8,0.2,0.6,1.1,2.6500000000000004,9.0,James Wiseman,C,GSW
3.8625,0.5625000000000001,0.0687499999999999,1.4625,1.89375,4.69375,Tim Frazier,PG,MEM
5.9526315789473685,1.2842105263157897,0.2947368421052631,2.2631578947368425,2.652631578947368,13.694736842105264,Kyle Lowry,PG,TOR
1.8875,0.425,0.2125,1.1375,1.45,5.2625,Dante Exum,SG,CLE
0.7,0.475,0.1999999999999999,0.475,1.275,2.1750000000000003,Isaac Bonga,SF,WAS
3.075,0.6499999999999999,0.175,1.475,2.075,12.075,Coby White,PG,CHI
0.2666666666666666,0.2666666666666666,0.2,0.4333333333333333,1.3333333333333333,4.7,Zeke Nnaji,PF,DEN
2.066666666666667,0.5,1.0,1.7,1.5,8.333333333333334,Aleksej Pokusevski,PF,OKC
0.3,0.05,0.35,0.4,0.95,1.35,Vincent Poirier,C,PHI
2.1,0.9333333333333332,0.4333333333333333,0.9,1.6333333333333335,12.666666666666666,Devin Vassell,SF,SAS
3.466666666666667,0.6333333333333334,0.1222222222222222,1.0555555555555556,1.4111111111111112,5.633333333333334,Tomáš Satoranský,SG,CHI
0.6142857142857142,0.3428571428571428,0.6857142857142857,0.5285714285714286,1.6,4.642857142857143,Thon Maker,C,CLE
4.2,1.1916666666666669,0.5333333333333333,2.125,2.2916666666666665,9.466666666666669,Michael Carter-Williams,SG,ORL
3.1833333333333336,0.9499999999999998,0.2166666666666666,1.55,1.9666666666666663,15.083333333333334,Bogdan Bogdanović,SG,ATL
0.5599999999999999,0.4,0.3,0.7,1.2399999999999998,4.48,Abdel Nader,SF,PHO
6.625,1.2,0.7250000000000001,2.85,2.7875000000000005,20.312500000000004,Nikola Jokić,C,DEN
0.475,0.2749999999999999,0.25,0.25,1.1,2.35,KZ Okpala,PF,MIA
3.290909090909091,1.1727272727272728,0.5363636363636364,1.309090909090909,3.0454545454545454,8.563636363636364,Patrick Beverley,PG,LAC
0.6666666666666666,0.45,0.15,0.7666666666666667,1.1833333333333331,4.183333333333333,Chandler Hutchison,SF,CHI
1.3727272727272728,0.5727272727272728,1.1454545454545455,1.2181818181818185,2.263636363636364,12.081818181818182,Jerami Grant,SF,DET
0.4,0.25,0.0,0.4,0.7,1.9,Keljin Blevins,SF,POR
0.0,0.0,0.1,0.1,0.35,0.75,Brian Bowen,SF,IND
3.1,0.8,0.1,2.42,2.34,18.42,Collin Sexton,SG,CLE
0.75,0.35,0.05,0.35,0.4,3.35,Skylar Mays,SG,ATL
1.3199999999999998,0.48,0.2799999999999999,0.8,1.8,5.140000000000001,Jerome Robinson,SG,WAS
1.36875,0.7374999999999999,0.16875,0.7562499999999999,1.7125,6.468750000000002,Jared Dudley,PF,LAL
0.44,0.1399999999999999,0.02,0.2999999999999999,0.52,3.6599999999999993,Matt Thomas,SG,TOR
3.775,0.9250000000000002,0.0875,0.7625,0.7625000000000001,6.525,Tyus Jones,PG,MEM
1.15,0.4333333333333333,0.2,0.5166666666666667,1.7333333333333334,4.533333333333334,Darius Miller,SF,OKC
2.0,0.675,0.075,0.8999999999999999,1.7999999999999998,6.175,Gabe Vincent,PG,MIA
6.868421052631579,1.810526315789473,0.2157894736842105,2.263157894736842,2.389473684210526,16.75263157894737,Gary Payton II,PG,GSW
0.7333333333333334,0.2,0.0333333333333333,0.3666666666666667,0.5,2.6666666666666665,Kyle Guy,PG,SAC
1.2,0.8923076923076926,0.4923076923076923,1.1615384615384614,1.7076923076923076,6.538461538461538,Al-Farouq Aminu,PF,CHI
1.2999999999999998,0.4125,0.4625,0.5000000000000001,1.875,4.3125,Kevon Looney,C,GSW
1.6333333333333335,0.4666666666666666,0.1,0.7333333333333334,0.9666666666666668,6.4,Payton Pritchard,SG,BOS
1.24,0.38,0.06,0.5399999999999999,0.8800000000000001,6.04,Damyean Dotson,SG,CLE
1.1090909090909091,0.5000000000000001,0.3818181818181818,1.3636363636363635,2.390909090909091,9.681818181818182,Gary Trent Jr.,SG,POR
4.166666666666667,0.9666666666666668,0.3,2.0166666666666666,1.7833333333333334,17.133333333333333,Jamal Murray,PG,DEN
1.0333333333333334,0.5266666666666666,0.44,0.6933333333333335,1.6933333333333336,7.186666666666667,Patrick Patterson,PF,LAC
1.5333333333333334,0.45,0.0833333333333333,0.6666666666666666,1.5,4.933333333333333,Chasson Randle,PG,ORL
1.7285714285714282,0.5857142857142857,1.2,1.1571428571428573,2.3000000000000003,8.014285714285714,Jakob Poeltl,C,SAS
0.62,0.35,0.215,0.69,1.8700000000000003,5.675,Udonis Haslem,C,MIA
0.925,0.35,0.2499999999999999,0.7,1.125,3.075,Brodric Thomas,SG,CLE
8.26,1.66,0.5399999999999999,2.4799999999999995,1.48,15.9,Tyrese Haliburton,PG,SAC
2.0,1.2961538461538462,0.3192307692307692,1.2115384615384617,1.8384615384615384,9.126923076923076,Trevor Ariza,SF,MIA
0.8454545454545456,0.309090909090909,0.1545454545454545,0.6,1.5,6.1909090909090905,Mike Scott,PF,PHI
0.5333333333333333,0.2,0.3083333333333334,0.7250000000000001,1.1416666666666668,5.75,Boban Marjanović,C,DAL
4.757142857142857,0.7857142857142857,0.2571428571428572,1.8142857142857145,1.9285714285714288,15.671428571428567,Malcolm Brogdon,PG,IND
1.26,0.42,0.16,0.76,2.0200000000000005,9.34,Duncan Robinson,SF,MIA
0.6333333333333333,0.2666666666666666,0.1,0.4333333333333333,1.0,2.033333333333333,Quinndary Weatherspoon,SG,SAS
0.8666666666666667,0.3,0.5083333333333333,0.5750000000000001,1.4916666666666665,6.166666666666667,Mike Muscala,C,OKC
0.6666666666666666,0.4666666666666666,0.2333333333333333,0.7000000000000001,2.066666666666667,5.466666666666666,Aaron Nesmith,SF,BOS
1.8600000000000003,0.7333333333333332,0.36,1.2333333333333336,1.8133333333333328,15.14,Danilo Gallinari,PF,ATL
3.56923076923077,1.6153846153846154,0.4230769230769231,2.746153846153846,2.5538461538461537,19.79230769230769,Paul George,SF,LAC
1.4666666666666668,0.7666666666666667,0.3333333333333333,0.9666666666666668,2.433333333333333,7.566666666666666,Isaac Okoro,SG,CLE
0.809090909090909,0.5727272727272726,0.390909090909091,0.6454545454545455,1.9909090909090907,6.354545454545454,Dwight Powell,C,DAL
0.2,0.15,0.05,0.35,0.2,1.0,Nate Hinton,SG,DAL
1.2999999999999998,0.7000000000000001,0.25,0.5,1.1,5.074999999999999,John Konchar,SG,MEM
0.825,0.36,0.265,0.605,1.48,5.305,Anthony Tolliver,PF,PHI
2.0785714285714287,0.5499999999999999,0.0642857142857142,0.9214285714285716,1.1785714285714286,8.414285714285715,Patty Mills,PG,SAS
2.5,0.7333333333333334,0.1999999999999999,1.2,1.1,4.733333333333333,Saben Lee,PG,DET
3.7,0.8000000000000002,0.15,0.7166666666666667,1.0166666666666666,9.15,Monte Morris,PG,DEN
8.179999999999998,1.22,0.4599999999999999,4.0,2.34,27.8,Luka Dončić,PG,DAL
0.2249999999999999,0.0,0.0,0.1,0.45,1.2999999999999998,Malik Fitts,PF,LAC
0.5166666666666666,0.15,0.4333333333333333,0.6333333333333333,1.2999999999999998,3.7000000000000006,Bruno Fernando,C,ATL
0.4166666666666667,0.4166666666666667,0.9333333333333336,0.4666666666666666,1.7333333333333334,7.383333333333333,Chris Boucher,C,TOR
0.7000000000000001,0.3666666666666667,0.1,0.3666666666666667,0.9,4.433333333333334,Isaiah Joe,SG,PHI
1.9625,0.5875,0.0625,0.8250000000000001,1.2125,5.3,Raul Neto,PG,WAS
0.4,0.0,0.2,0.3,1.0,1.1,Karim Mané,PG,ORL
0.54,0.2799999999999999,0.24,0.42,1.02,4.58,Kelan Martin,SF,IND
1.2571428571428571,0.7428571428571429,0.3428571428571428,1.1142857142857143,2.3000000000000003,8.942857142857141,Hamidou Diallo,SF,DET
4.5,0.9833333333333332,0.25,1.95,2.066666666666667,10.133333333333333,Markelle Fultz,PG,ORL
3.24,0.9000000000000001,0.6466666666666666,1.5333333333333337,1.7533333333333332,10.326666666666666,Nicolas Batum,SF,LAC
0.3333333333333333,0.3666666666666667,0.5333333333333333,0.3999999999999999,1.5333333333333332,3.2000000000000006,Mamadi Diakite,PF,MIL
5.062499999999999,0.99375,0.31875,1.98125,1.725,11.081249999999995,Jeff Teague,PG,BOS
1.611111111111111,0.7444444444444445,0.4444444444444444,1.3666666666666665,2.033333333333333,9.81111111111111,Taurean Prince,PF,CLE
0.2666666666666666,0.2666666666666666,0.1666666666666666,0.3999999999999999,0.6666666666666666,2.7,Nathan Knight,PF,ATL
1.1666666666666667,0.3,0.1333333333333333,0.6333333333333334,1.2333333333333332,3.6666666666666665,Anthony Lamb,SF,HOU
1.2333333333333334,0.3999999999999999,0.0,0.3999999999999999,1.2,1.9,Devon Dotson,PG,CHI
0.8583333333333334,0.2333333333333333,0.1083333333333333,0.4166666666666666,0.8250000000000002,5.375,Justin Jackson,SF,MIL
0.7625,0.2125,0.7500000000000001,1.2625000000000002,2.15,8.5875,Jahlil Okafor,C,DET
3.472727272727273,0.4181818181818181,0.0363636363636363,1.1090909090909091,1.645454545454546,4.654545454545455,Matthew Dellavedova,PG,CLE
2.027272727272728,1.0272727272727271,0.2272727272727272,1.1545454545454543,1.8272727272727276,11.145454545454546,Gary Harris,SG,DEN
0.7999999999999999,0.35,0.4,0.6,1.35,5.875,Nassir Little,PF,POR
0.1666666666666666,0.3666666666666667,0.0999999999999999,0.4666666666666666,0.3,1.0666666666666669,Kostas Antetokounmpo,PF,LAL
3.3280000000000003,0.6680000000000001,0.2239999999999999,1.144,1.104,6.104000000000001,Ish Smith,PG,WAS
0.2666666666666666,0.05,0.6666666666666666,0.45,1.3500000000000003,2.0166666666666666,Norvel Pelle,C,NYK
2.609090909090909,1.018181818181818,0.790909090909091,2.0,2.263636363636364,19.59090909090909,Andrew Wiggins,PF,GSW
1.175,0.5249999999999999,0.5,0.8,2.5250000000000004,6.25,Grant Williams,PF,BOS
7.3,1.05,0.3,3.425,1.625,23.000000000000004,Ja Morant,PG,MEM
0.54,0.26,0.72,0.8200000000000001,1.6800000000000002,8.280000000000001,Jalen Smith,PF,PHO
6.457142857142856,1.5285714285714285,0.2571428571428571,3.1214285714285723,2.35,24.20714285714286,Stephen Curry,PG,GSW
1.3818181818181818,0.6363636363636364,0.2181818181818182,0.7636363636363637,1.5272727272727271,4.481818181818182,Solomon Hill,PF,ATL
